Step,Average_Reward
65600,-65.85639450559178
65700,-59.425134561249706
65800,-61.580832424247696
65900,-67.10069484529076
66000,-70.9949381770201
66100,-65.20119655674588
66200,-62.009543278892636
66300,-63.248187101453624
66400,-71.7850855040367
66500,-78.8544397117165
66600,-73.40506774515343
66700,-68.71753525072602
66800,-62.86513462551547
66900,-68.6834409949562
67000,-78.13576351447543
67100,-77.24645536010252
67200,-71.46329705416242
67300,-66.29326748902889
67400,-62.644339753839944
67500,-73.13380145764394
67600,-83.90619125522616
67700,-70.72486408820016
67800,-65.9054693666649
67900,-62.60116689221751
68000,-69.90478784473052
68100,-75.30959407119198
68200,-76.87165002365094
68300,-70.79411419923919
68400,-63.96305413535684
68500,-64.11707897088698
68600,-73.5978764009175
68700,-78.8961834296735
68800,-74.58517923989525
68900,-69.33206240905872
69000,-63.94829820997303
69100,-59.04747523992541
69200,-69.70857759917922
69300,-77.12866658215577
69400,-75.84316073125714
69500,-67.60474478936924
69600,-63.485307874651674
69700,-62.24501829953416
69800,-73.03484925036824
69900,-79.75337082399442
70000,-74.03156987653267
70100,-69.30033940860017
70200,-62.561601108717205
70300,-65.05587701949793
70400,-78.3105858594902
70500,-77.14703385414931
70600,-74.10535719837648
70700,-69.07794755519114
70800,-63.879096802646636
70900,-71.66449680093103
71000,-80.29349265120138
71100,-80.38782795022396
71200,-76.26934463598327
71300,-70.31438671596204
71400,-64.40526819626656
71500,-81.31506359654861
71600,-85.55001208096405
71700,-89.42985507374179
71800,-79.61243912014756
71900,-71.70466444588043
72000,-75.08370518968887
72100,-78.83727546913381
72200,-87.56870585264569
72300,-82.28899791340372
72400,-75.82251153319153
72500,-72.05376070688958
72600,-74.38038036769201
72700,-82.59644070428217
72800,-86.0801785219551
72900,-85.31111839439444
73000,-75.79202857624247
73100,-68.55414721179176
73200,-70.5411419986629
73300,-78.69508765949857
73400,-84.06239864133765
73500,-74.02717675675787
73600,-72.66919043848435
73700,-67.74927427267336
73800,-73.68710214725795
73900,-81.11707247997853
74000,-86.08486681276258
74100,-80.13409434225437
74200,-73.17033636253008
74300,-73.25646003411212
74400,-78.2054110594663
74500,-79.99350803035877
74600,-78.09502033080379
74700,-74.82720251751736
74800,-71.14062364486153
74900,-60.86889303472885
75000,-76.70152066551516
75100,-82.34266467609416
75200,-75.40127842092313
75300,-72.00820836637742
75400,-67.92991155671194
75500,-69.21594457479857
75600,-75.65133533010341
75700,-82.04999860996966
75800,-81.78504800501521
75900,-70.98400788850823
76000,-68.8937100898622
76100,-66.59494613241934
76200,-76.50097984607508
76300,-77.73356302883644
76400,-72.64473684273422
76500,-69.83434321850987
76600,-60.575096294508384
76700,-68.59762478999657
76800,-73.67699601403963
76900,-80.04590405150205
77000,-72.43689348750581
77100,-66.5717525520665
77200,-62.753921309558564
77300,-66.34234807272388
77400,-75.41993570864227
77500,-74.26663711489674
77600,-70.8893459919216
77700,-66.14555083969836
77800,-62.524039195156774
77900,-69.40265935286874
78000,-74.92775712288773
78100,-75.85784229527198
78200,-71.20190753029841
78300,-64.77947584930214
78400,-62.479061651582256
78500,-71.2356362046859
78600,-81.63600740269254
78700,-76.1706541029232
78800,-69.58332138552113
78900,-64.53729577254055
79000,-65.42045182096416
79100,-75.18452380588879
79200,-83.1498885629446
79300,-74.26232495510814
79400,-70.56946124970491
79500,-66.48378265462861
79600,-67.23183513900202
79700,-78.44226996998007
79800,-79.5722751307325
79900,-75.23885463650635
80000,-70.21809554534414
80100,-64.56524727982337
80200,-72.01465019997583
80300,-77.5245344175019
80400,-86.59210998625187
80500,-77.25063231017461
80600,-72.10672127512247
80700,-68.03721317407617
80800,-81.28484386539208
80900,-92.77709619807341
81000,-95.68960326162838
81100,-89.0833897762474
81200,-85.27216841415417
81300,-80.12290137862395
81400,-91.28972204238184
81500,-95.20871186127762
81600,-96.17740183015444
81700,-88.64261679429588
81800,-79.36020818220685
81900,-85.54457434676941
82000,-88.11033926506889
82100,-97.33909578229694
82200,-94.3049429949284
82300,-90.00115305156444
82400,-80.01709782415539
82500,-81.13023561272036
82600,-89.19883064968909
82700,-93.12113415271719
82800,-93.88156034300104
82900,-81.63450955412782
83000,-77.68649896414631
83100,-84.31134579521934
83200,-88.49010853288829
83300,-96.70249713152117
83400,-91.46682884600044
83500,-85.07520359738925
83600,-74.78445281947157
83700,-85.05695600985631
83800,-90.7886411541182
83900,-89.91550595513256
84000,-86.99065546383821
84100,-77.27933693659182
84200,-76.03190503242939
84300,-79.91368883851162
84400,-90.4995274610505
84500,-93.09204586697471
84600,-84.12364977435028
84700,-82.313268533397
84800,-79.92041867196929
84900,-89.89220381889677
85000,-96.23018330861015
85100,-95.57061086110568
85200,-90.40669770851224
85300,-81.18924373950603
85400,-86.55883730713664
85500,-87.55722480872922
85600,-96.28772798454078
85700,-95.58944953397878
85800,-88.74929075099561
85900,-82.79533214183684
86000,-83.43177837715514
86100,-92.38224989963562
86200,-97.07807803971349
86300,-100.12979335547703
86400,-86.88298172200146
86500,-83.47689354959803
86600,-90.92707115937797
86700,-91.96107705046427
86800,-98.5575972301803
86900,-90.48695984241698
87000,-86.74712371841565
87100,-80.4353668870101
87200,-87.06013243894076
87300,-95.583275885572
87400,-95.13652330202868
87500,-91.33892389341538
87600,-80.70274382330811
87700,-82.83231355005131
87800,-89.82427023500455
87900,-95.38882096788404
88000,-101.29605890205843
88100,-95.42943591227635
88200,-88.664718041946
88300,-93.01998837759328
88400,-100.9042870543698
88500,-102.0061370332317
88600,-98.78914484176903
88700,-92.88686034887128
88800,-84.33384284543818
88900,-93.02357245960752
89000,-94.2322457612691
89100,-99.19242158094296
89200,-87.43021229588854
89300,-81.86659654245236
89400,-83.28069522782458
89500,-87.00613930298371
89600,-93.13706271884848
89700,-93.70465429227741
89800,-88.61213765454154
89900,-80.41790003982815
90000,-77.63404371245753
90100,-85.97264390321398
90200,-87.5079057782107
90300,-93.68410995704338
90400,-83.46242989119045
90500,-76.89825447516739
90600,-70.24270537405077
90700,-79.22444831649801
90800,-91.20998090941247
90900,-91.06332011465594
91000,-80.09071382053777
91100,-70.96127888839438
91200,-72.47657932410247
91300,-80.99422685504996
91400,-86.96009532273466
91500,-82.43622285046239
91600,-75.48574606779002
91700,-77.67046075317171
91800,-82.23951138727546
91900,-88.91157935315299
92000,-93.20723702891856
92100,-87.59994116334235
92200,-80.19533650050363
92300,-72.35814669334705
92400,-84.25878919567066
92500,-89.10848443744514
92600,-95.18056053327959
92700,-85.38571447350735
92800,-77.8720278294021
92900,-80.12738012007657
93000,-84.16940191068844
93100,-96.41814588518422
93200,-95.84176230868012
93300,-89.58678826984345
93400,-82.55466334829111
93500,-83.41392007752856
93600,-91.3841774151346
93700,-97.2088240809654
93800,-101.31470395382001
93900,-96.37228744869878
94000,-87.47537124482577
94100,-94.34553162595996
94200,-96.62238254030022
53600,1.501455779527343
53700,2.2121488934077336
53800,2.358168052889766
53900,2.5767338308373864
54000,0.7348417273919429
54100,2.4720521288000055
54200,2.4845921120528676
54300,2.5799953960266064
54400,2.6190661564440307
54500,1.8001903855698174
54600,-0.10530343379557472
54700,-4.480563803746296
54800,-41.52661969074874
54900,-66.9281223532676
55000,-79.59558743397783
55100,-70.1845630851084
55200,-70.19078355996703
55300,-62.35625647255175
55400,-70.43970080653287
55500,-77.54415334997266
55600,-78.40568485633456
55700,-73.97502268362271
55800,-66.42279471239254
55900,-62.96877912101066
56000,-71.74145754875143
56100,-82.37358242103272
56200,-79.48540631899226
56300,-73.97220959471316
56400,-68.96225923984761
56500,-63.61238037037945
56600,-75.21054610848206
56700,-79.6931011432868
56800,-84.51483829809919
56900,-75.34322940173719
57000,-68.16211824188933
57100,-69.12149882158874
57200,-73.69802557378048
57300,-82.68734459032416
57400,-77.32886379161462
57500,-73.82450125282323
57600,-66.76839535074977
57700,-64.96472544125461
57800,-75.28025119856213
57900,-81.42940034751771
58000,-80.14961311770946
58100,-72.23539846089317
58200,-66.39572538202023
58300,-67.64940194107254
58400,-78.2539116555257
58500,-85.50427424804894
58600,-76.95495870122392
58700,-72.78464832968098
58800,-65.77155763919356
58900,-68.67792766097594
59000,-81.22177447609425
59100,-87.54624511867779
59200,-83.88009112777311
59300,-74.73312159906516
59400,-70.89074807948866
59500,-76.50188022437275
59600,-80.64441916606947
59700,-90.45567835987231
59800,-80.36346347398964
59900,-77.62702690628872
60000,-69.14978244266035
60100,-74.91297145217428
60200,-82.83729884320448
60300,-84.68780790613206
60400,-82.40256369213674
60500,-71.00029638962725
60600,-66.77309126656775
60700,-74.99539550113263
60800,-81.22322834638213
60900,-86.54456352326949
61000,-78.8243799073132
61100,-71.42514762567635
61200,-65.1733068617748
61300,-77.05125842015077
61400,-82.98724690235723
61500,-85.65101407768451
61600,-77.85850537560398
61700,-71.96464117483944
61800,-75.27861787100645
61900,-81.37005522126111
62000,-89.0411110425432
62100,-86.93751260520742
62200,-78.20490334836414
62300,-77.53078370863359
62400,-76.7168732309068
62500,-85.75612332143322
62600,-91.55472274966631
62700,-89.17281072893088
62800,-85.70983432725193
62900,-74.3704277243164
63000,-78.98091499963634
63100,-84.49368915996726
63200,-94.45660942576305
63300,-90.68366693575886
63400,-81.93231168653428
63500,-77.89837827812278
63600,-80.34176852514125
63700,-90.66831788493276
63800,-94.00879503391073
63900,-88.88769710142273
64000,-84.54129934682447
64100,-75.11778606561664
64200,-84.74092492261339
64300,-87.4786556544603
64400,-94.54823671812122
64500,-87.34212675697847
64600,-83.22821762312775
64700,-82.53748773887587
64800,-81.946970014185
64900,-94.62502648634337
65000,-96.31088902129268
65100,-87.83880832584917
65200,-83.4821110373372
65300,-75.87387936177626
65400,-88.3314361335623
65500,-92.6209390333015
65600,-100.74708446728756
65700,-90.0223470440679
65800,-83.70071460014384
65900,-82.23523221263528
66000,-87.78945398835039
66100,-96.25138343528647
66200,-94.48479210506136
66300,-87.74269889160969
66400,-81.13116686841389
66500,-78.28099740654947
66600,-89.82232986031663
66700,-93.39479434795014
66800,-96.27889149039028
66900,-86.18103125169422
67000,-75.77824047573056
67100,-83.3941332573497
67200,-87.69422367623493
67300,-95.80717266023473
67400,-92.79362287407375
67500,-87.93013389984384
67600,-81.24719525668549
67700,-83.28684922399708
67800,-90.03657402842275
67900,-93.2322353075586
68000,-91.6384826835321
68100,-84.26425483807398
68200,-77.18657038747354
68300,-84.4659750223879
68400,-89.64021563981554
68500,-100.61969686308808
68600,-93.3688173545723
68700,-88.10227546115429
68800,-80.61098843152098
68900,-87.24356850899105
69000,-96.83769585089249
69100,-98.97176100830472
69200,-95.62119611770306
69300,-88.02113233337847
69400,-84.35597663565956
69500,-91.68867386161531
69600,-95.25691371123435
69700,-105.82960220178954
69800,-95.01960360491064
69900,-87.57576678196591
70000,-84.36542021980357
70100,-89.45758051101599
70200,-96.77551173785
70300,-99.8430717353513
70400,-95.6715503705186
70500,-83.65041849304744
70600,-83.63819062825026
70700,-91.19985686709938
70800,-94.24139857762192
70900,-100.41459217769336
71000,-87.35292949300396
71100,-83.51517234654432
71200,-83.92909219955217
71300,-91.61894515555144
71400,-98.45864118989869
71500,-95.87129029216105
71600,-90.89494924228194
71700,-82.30118014532619
71800,-83.57388114013428
71900,-92.73625360917984
72000,-97.88655508474656
72100,-99.14182575212232
72200,-86.68248684696205
72300,-83.4704373438189
72400,-84.44688024097628
72500,-94.95676187165331
72600,-103.23190016825848
72700,-98.06839319821574
72800,-91.60880412653118
72900,-82.47806096785995
73000,-88.47039370116141
73100,-94.18611345549685
73200,-98.84039521564854
73300,-94.41484117389304
73400,-85.2743067390818
73500,-81.59982045506388
73600,-86.43853068810654
73700,-94.2747807600371
73800,-100.79312967698179
73900,-93.27052077682623
74000,-88.7183099448846
74100,-83.1072895049488
74200,-91.52307352888894
74300,-101.5274068997406
74400,-106.14470521347705
74500,-99.64029320833808
74600,-88.94784977882455
74700,-92.85573657604107
74800,-94.58992022345869
74900,-101.81788035583601
75000,-106.69971468443691
75100,-98.1088999654915
75200,-93.42674101914037
75300,-91.04048363035118
75400,-100.99716120142422
75500,-108.83167875396093
75600,-113.34237300466202
75700,-103.51116558714675
75800,-93.46487379201517
75900,-99.18125249081281
76000,-99.823987000939
76100,-106.86345339667258
76200,-111.78832095508416
76300,-101.22424231508806
76400,-93.18884348067164
76500,-99.87287501376045
76600,-107.41258158724231
76700,-112.64040629588797
76800,-110.45832108358755
76900,-139.50869293954312
77000,-148.60864751688663
77100,-149.81547945159636
77200,-149.9755289668171
77300,-149.99675466244702
77400,-149.99956960477488
77500,-149.99994292117623
77600,-149.9999924302316
77700,-149.99999899610054
77800,-149.99999986686322
77900,-149.99999998234333
78000,-149.99999999765828
54600,-7.593370848855437
54700,-13.630193883274144
54800,-17.330890879604468
54900,-22.15882046504713
55000,-47.85648705322417
55100,-47.58473393007366
55200,-71.73994961043647
55300,-66.14708636250256
55400,-58.32670998897479
55500,-65.39352784230545
55600,-54.295990930409616
55700,-29.0368360578109
55800,-21.198461184680497
55900,-33.898637620363324
56000,-28.60827778620935
56100,-45.73225809030721
56200,-42.11466420520706
56300,-73.84789381948815
56400,-25.374134819924432
56500,-5.229469944478504
56600,-61.171649089018715
56700,-78.56561983028385
56800,-78.21111699456753
56900,-75.68437855490161
54600,-86.52172942944343
57000,-69.6673688934605
54700,-60.356287883888264
57100,-55.76558985354941
54800,-50.92341723737916
57200,-58.2145555024532
54900,-61.77999779115776
57300,-83.93727952462012
55000,-111.50558865562675
57400,-125.31851153993443
55100,-72.42556973232766
57500,-51.68506795156013
55200,-19.121048518129573
57600,-14.787262104916204
55300,-16.2355430899121
57700,-17.591185160815744
55400,-12.653613945942979
57800,-12.54446239196226
55500,-26.351906234465005
57900,-43.99927894025837
55600,-37.22504786434649
58000,-43.533387969302666
55700,-29.227972215870636
58100,-35.80685532317186
55800,-41.085394559766925
58200,-38.870539824826444
55900,-104.29434578009436
58300,-120.69487129336137
56000,-125.8268715596618
58400,-104.9967692375024
56100,-102.90337482101434
58500,-101.76515953082932
56200,-127.39737942269036
58600,-135.50786202535053
56300,-134.2063901963225
58700,-103.07008586788122
56400,-129.65213293861075
58800,-101.4895312958702
56500,-127.46136159348004
58900,-101.40063804256683
56600,-80.26293929804439
59000,-77.65285046168427
54600,-2.4154474535974364
54700,-10.336102128934543
54800,-16.9936438167182
54900,-43.225944603654256
55000,-60.932521040698354
55100,-59.759520902604805
55200,-70.99100715478654
55300,-73.47185157901266
55400,-71.49457031452957
55500,-62.42827370194297
55600,-57.72582193547443
55700,-70.27561739453095
55800,-62.52300240650741
55900,-57.06781961636244
56000,-65.20858106744467
56100,-70.42634335664492
56200,-67.2640863723152
56300,-62.21628361736864
56400,-65.72542544249657
56500,-69.22163900050916
56600,-62.472420465620296
56700,-65.98632121130724
56800,-71.81400761262653
54600,2.745791677137462
54700,-0.3980367196449101
54800,1.4990498297725638
54900,2.5997896816059636
55000,2.8049933009359256
55100,2.707455785834455
55200,2.804700957791912
55300,2.850412510845008
55400,2.7307866007073183
55500,2.6528878426418636
55600,1.656370746709525
55700,3.0770966950169827
55800,-10.155640853553797
55900,-17.35860677001083
56000,-43.01146652441953
56100,-58.75174751777467
56200,-70.19198948571928
56300,-74.50791628957671
56400,-84.67815403903124
56500,-74.75385705790912
56600,-67.9697003337457
56700,-60.97492437301617
56800,-72.97135806600741
56900,-80.42971293833783
57000,-77.93864504985604
57100,-70.6918301290831
57200,-65.4015913302608
57300,-68.37939395770259
57400,-79.21393504853526
57500,-80.76987018061631
57600,-75.39767916016372
56600,8.99257562688591
56700,9.05398340689869
56800,9.089355719560318
56900,9.197272551230913
57000,9.189599321343575
57100,8.65516454452138
57600,9.019618028311326
57700,9.003982319821075
57800,8.949186943969181
57900,9.161386269495006
58000,9.122541355915418
58100,9.283795904709576
58200,9.12602797555154
58300,9.202714222123742
58400,9.272211087634952
58500,8.828944617535962
58600,9.482569695697185
58700,9.66229819454664
58800,9.454972105347869
58900,9.883256318743815
58600,6.092277808746509
58700,6.021612417044792
58800,5.960887836768482
58900,5.817095994477734
59000,5.5861075411420025
59100,5.741909212182899
59200,5.533644614848606
59300,6.042154633137657
59400,5.864416192014707
59500,5.8493671470409065
59600,5.729945981994386
59700,5.142388054259737
59800,5.313253941302428
59900,5.455568465682744
60000,5.489953356201676
60100,5.862316184854757
60200,5.817657112004519
60300,5.703161098719307
60400,5.699784192827363
60500,5.098843868801987
60600,4.6430379408074165
60700,4.285598489539561
60800,5.043004003701285
60900,5.9054955499976405
61000,5.697708549514414
61100,-6.390902151140988
61200,-65.12485773765586
61300,-71.15683741471113
61400,-80.03152323695221
61500,-84.94974530841037
61600,-90.41591107120604
61700,-79.1410888914729
61800,-75.56873850280374
61900,-76.54370058499825
62000,-86.46382403470247
62100,-82.19469905940826
62200,-76.73892064723965
62300,-69.58914368808708
62400,-77.11823988231978
62500,-82.56597760721911
62600,-82.0850658718412
62700,-72.49207734560139
62800,-67.27654237338396
62900,-72.73324931991145
63000,-84.05612523838485
63100,-79.46399993662376
63200,-75.85341611930978
63300,-70.00949169681157
63400,-75.38957963422034
63500,-82.93166852750814
63600,-83.19667063605465
63700,-76.0159322495273
63800,-68.14917044028631
63900,-74.88810571387734
64000,-85.1895292118386
64100,-83.73261424691921
64200,-76.56771135700293
64300,-68.1551398513393
64400,-75.14365631600116
64500,-84.56738845687838
64600,-84.62939372883399
64700,-78.22412280326002
64800,-67.436017548648
64900,-78.60482759904818
65000,-83.02380172505597
65100,-81.17133024281605
65200,-73.1936072740018
65300,-69.8840923042829
65400,-71.50788746011457
65500,-86.28881924450445
65600,-78.9100662859881
65700,-76.16161154230497
65800,-67.68541004701737
65900,-81.23818789091915
66000,-86.9833593740457
66100,-84.52101439916807
66200,-74.6439246994436
66300,-69.34285677754508
61600,-73.66743970878724
61700,-64.12329831400294
61800,-63.33098061605897
61900,-72.28507052719334
61600,-79.53818308859599
61700,-69.33181906874154
61800,-65.27866772270934
61900,-67.80488470432557
61600,-71.86167150264698
61700,-78.40179998210277
61800,-70.70717208687282
61900,-64.78227987766937
62000,-65.88737908340377
62100,-76.05198494625394
62200,-78.01861461420852
62300,-70.65635421355725
62400,-64.00578669605717
62500,-68.70694888611163
62600,-77.66241107838525
62700,-83.34881591149588
62800,-73.35417817477389
61600,-66.56463862824089
61700,-76.29546165537135
61800,-79.83406514148611
61900,-71.14177426086616
62000,-63.86224603823146
62100,-66.03227264611269
62200,-70.74981068619152
62300,-80.7051844804121
62400,-71.63485431802006
62500,-67.94347036978625
62600,-65.02343638389422
62700,-78.30305195689475
62800,-78.78001947526823
62900,-72.56201024947545
63000,-65.28504675139753
63100,-64.48518311825626
63200,-73.87801842643168
63300,-80.04399014712591
63400,-72.51746613830946
63500,-64.01222942540751
63600,-61.60131918529616
63700,-71.35656739164062
63800,-75.03924422422686
63900,-71.48380437871849
64000,-62.58034079444418
64100,-65.66995428066832
64200,-76.76702297556137
64300,-72.24650045227749
64400,-66.812497357188
64500,-59.35547710255845
64600,-65.54799750518474
64700,-76.99786510339466
61600,7.215033378347272
61700,6.329548479524594
61800,5.9895910264682914
61900,-50.824255583705295
62000,-66.6848626825251
62100,-70.51801925391277
62200,-42.82933569623151
62300,-44.63747369997848
62400,-51.297098221687015
62500,-34.61082828850148
62600,-40.982946360914674
62700,-59.35581266661186
62800,-64.42890978054531
62900,-55.098913675372565
63000,-63.82644690353759
63100,-74.29100104882147
63200,-69.8796597408434
63300,-63.27389600258158
63400,-73.67639760454655
63500,-69.43067527404509
63600,-60.390275262726334
63700,-68.1310840805522
63800,-77.34775387821462
63900,-69.58523739395697
64000,-62.43158681217641
64100,-81.04528602335809
64200,-80.38922723301073
64300,-68.00500276684825
64400,-68.8837919434348
64500,-82.6025255554068
64600,-75.84277630770791
64700,-68.75773948760886
64800,-78.35945626725838
64900,-86.93359965386621
65000,-73.06122851345164
65100,-64.47798486510194
65200,-76.3686811778484
65300,-71.42816805844375
65400,-65.21517401848834
65500,-71.46079024579501
65600,-83.84773160606169
65700,-76.670933820259
65800,-63.25551299063219
65900,-73.8252699518139
66000,-78.54265358043979
66100,-69.7274626269561
66200,-66.58388844303128
66300,-78.1899097228016
66400,-73.0634587688626
66500,-61.342338712320824
66600,-68.41385468614261
66700,-70.72023751546932
66800,-64.41810978435265
66900,-62.809895839617724
67000,-74.06668326339964
67100,-70.15404983453325
67200,-63.90861776292687
67300,-69.11941261586439
67400,-74.94873934981537
67500,-63.81612662289713
67600,-59.10911088925937
67700,-75.3908320454784
67800,-70.68197436892629
67900,-64.97539191852083
68000,-66.18569968825709
68100,-81.14372038660676
68200,-67.71085447366178
68300,-60.632478707810904
68400,-68.63513323022033
68500,-76.93256707112512
68600,-68.11226057222355
68700,-58.21620471370634
68800,-75.87850130336707
68900,-71.25108156534885
69000,-62.184737391473476
69100,-63.73659307468312
69200,-74.27238279387191
69300,-70.30553588304267
69400,-63.18497491410473
69500,-71.54562518201479
69600,-72.08572278682205
69700,-63.91160178924498
69800,-65.8438869236859
69900,-81.67512531019895
70000,-79.46208389586523
70100,-72.868792624922
70200,-80.1917859496277
70300,-85.7752781060982
70400,-76.61873540599677
70500,-72.90621684635153
70600,-85.32972530404328
70700,-83.12455195897769
70800,-73.74980689844855
70900,-77.54140091943742
71000,-83.88675741848475
71100,-76.29718906398514
71200,-66.05618586131219
71300,-78.86178068403999
71400,-74.23125447550146
61600,7.3486742400272265
61600,7.25911238774893
61700,4.776386558186609
61800,-60.49049490964798
61900,-84.647903304521
62000,-71.49208128190632
62100,-64.5289861034546
61600,7.397156273520303
61600,6.241945984698067
61700,6.892812419004964
61800,-44.35606285940464
61900,-93.04227496330697
62000,-101.60784167813621
62100,-87.02718702641299
62200,-87.59753242248489
62300,-95.4870750629432
62400,-88.15833568331392
61600,7.902842161797836
61700,5.771874933261426
61800,-68.73972099756674
61900,-77.7676356857049
62000,-70.08861581143908
61600,1.7177495929303972
61700,-43.610876943563014
61800,-74.13386733451105
61900,-80.94690696573093
62000,-69.03543465561857
62100,-64.03597906597716
62200,-77.08434141027641
62300,-72.06629880052664
62400,-67.09945021491657
62500,-74.56915694388634
62600,-82.4959662279123
62700,-71.39614386592856
62800,-62.96954003078361
62900,-73.12916159613667
63000,-71.74523217210712
63100,-63.709411921030366
63200,-65.17898586625381
63300,-83.35223324552034
63400,-78.78387329812307
63500,-66.00843566848722
63600,-78.173190045255
63700,-87.25308674460713
63800,-79.46635526541111
63900,-72.28001894628031
64000,-85.35689117788073
64100,-82.98549979559628
64200,-73.49957330894316
64300,-78.13448797626174
64400,-93.98570512822552
64500,-84.24781223648407
64600,-78.80327144251514
64700,-88.05844499146353
64800,-89.16027078747082
64900,-78.98796540296422
65000,-82.52382732416183
65100,-93.32237126274325
65200,-87.53294002273235
65300,-75.81696916541301
65400,-83.20407703425478
65500,-91.20300402357798
65600,-81.18902555927795
65700,-77.6479391792628
65800,-89.4530961910478
61600,8.161649358531385
61700,7.243487479768107
61800,-74.57599510427698
61900,-79.1143569176004
62000,-92.81174665150438
62100,-103.2034861110843
62200,-90.08456558931881
62300,-95.67726238571645
62400,-101.35644575218609
62500,-99.74635173810938
62600,-90.93291178448052
62700,-105.92561233754509
62800,-111.79707649424972
62900,-103.7031692805675
63000,-94.198084804796
63100,-102.73645057866297
63200,-103.0846904152834
63300,-110.49051963716254
63400,-98.32971309464673
63500,-95.59589763047666
63600,-104.06411776924779
63700,-106.26331058084963
63800,-91.84308648104279
63900,-101.14161463187503
64000,-109.38909614373462
64100,-100.75875844701191
64200,-95.38808136412327
64300,-103.2554597915354
64400,-108.65185488804721
64500,-95.62626192705478
64600,-91.84934517701114
64700,-106.17804341590548
64800,-106.33199230469509
64900,-96.27575024565776
65000,-98.3027986985366
65100,-107.68071888169702
65200,-98.34570453293293
65300,-95.27167992258829
65400,-100.79532951178271
65500,-106.54657827306406
65600,-92.69135775485218
65700,-99.23190024353255
65800,-106.90164485478186
65900,-101.41614888207435
66000,-94.9212099116006
66100,-104.46556099387617
66200,-109.20728610520393
66300,-96.32645546947776
66400,-91.85892952521121
66500,-100.28498987653607
66600,-101.50237276184836
66700,-86.4953827012418
66800,-94.14247495067303
66900,-101.55106897343154
67000,-96.66073102263753
67100,-91.37898746271482
67200,-95.40384475524579
67300,-98.6709883881934
67400,-87.52821662421151
67500,-87.07317338946334
67600,-96.07943413178185
67700,-89.88398967824081
67800,-79.69373701029764
67900,-89.0548251879792
68000,-94.66031722846495
68100,-85.03347276533837
68200,-83.72045420624906
68300,-93.53230405274176
68400,-96.26820478493171
68500,-80.97711131387287
68600,-87.8558670344066
68700,-99.37701488841653
68800,-87.87288466000226
68900,-75.92684517261544
69000,-89.58627701555857
69100,-97.2092977940171
69200,-86.93587359988356
69300,-88.52193929384667
69400,-97.99202179140222
69500,-98.27235142258307
69600,-85.4739585203081
69700,-97.45487423983805
69800,-103.57167536223538
69900,-91.70161448608435
70000,-85.29241721375072
70100,-98.42463749146302
70200,-101.71167108332126
70300,-90.32612979279307
70400,-97.26823446381891
70500,-110.09913216950517
70600,-105.80704518050581
70700,-90.30776206523257
70800,-100.19394865125322
70900,-110.64441774914673
71000,-101.81760749594979
71100,-91.2305750127843
71200,-101.81293381278577
71300,-105.9844105454371
71400,-93.19127848646247
71500,-93.37065534657839
71600,-103.97203856278473
71700,-101.03660492723002
71800,-88.4965470006056
71900,-99.3087270199832
72000,-109.2908627064194
72100,-108.79674433851552
72200,-95.8810847822945
72300,-99.19087556693742
72400,-104.24643919343664
72500,-103.51046024631184
72600,-93.86644395416977
72700,-99.22787888149308
72800,-104.90891016711137
72900,-89.97821526758867
73000,-84.6229464400631
73100,-91.15974031169107
73200,-88.19506897408375
73300,-80.12980630958434
73400,-85.14972092362281
73500,-97.31628647248587
73600,-88.7227361842162
73700,-79.91075598357742
73800,-92.11799239189803
73900,-89.35665346148228
74000,-79.04325532948509
74100,-87.86847670444983
74200,-97.51660996120246
74300,-87.9151641486665
74400,-77.96083119375997
74500,-93.37486589987395
74600,-94.97259660044591
74700,-80.55617003931057
74800,-78.81503063081165
74900,-94.987388290648
75000,-87.66452500579756
75100,-76.5836033984264
75200,-84.17794640771095
75300,-95.94328899683423
75400,-81.9615589984731
75500,-71.12728151802625
75600,-86.1345569726561
75700,-83.5631277187613
75800,-72.58488438582093
75900,-74.93148861581595
76000,-88.17149072721281
76100,-82.36312737466513
76200,-70.4675107179937
76300,-84.70153999465386
76400,-87.99733568427996
76500,-72.7854735781449
76600,-67.61311953187645
76700,-82.0102728668246
76800,-74.60661630876601
76900,-64.16737505041145
77000,-68.32867909012012
77100,-78.85626923880844
77200,-67.70245042324422
77300,-63.56677438600004
77400,-72.59619674461176
77500,-73.39545134572406
77600,-69.0448429524876
77700,-68.40874996556164
77800,-79.19008745506852
77900,-71.33596583817247
78000,-63.251892500928946
78100,-73.2646137131591
78200,-77.23535729649996
78300,-69.94510455131721
78400,-66.28958988473485
78500,-78.4742003117796
78600,-77.92350559473796
78700,-75.9183852001078
78800,-81.03165980281702
78900,-83.1779012526439
79000,-70.77042792424344
79100,-60.66563865891993
79200,-73.03342640696255
79300,-75.47499658801696
79400,-64.7989966961453
79500,-63.36517734982312
79600,-75.48181731523347
79700,-65.18332598033753
79800,-59.23573550128039
79900,-65.22339507437535
80000,-71.15585165249276
80100,-67.01512773781192
80200,-58.222931441115385
80300,-76.90134549801441
80400,-75.97570729279371
80500,-64.53113905624355
80600,-67.28992733943574
80700,-76.41482232638423
80800,-65.85970662946359
80900,-59.53059388393287
81000,-71.07421258111576
81100,-75.18721956158534
81200,-67.55765272264226
81300,-63.531266799500955
81400,-75.87176272777931
81500,-70.23237031250186
81600,-60.83078418992494
81700,-64.54477015291668
81800,-76.2459427119374
81900,-70.88603975899146
